temp:1000000000.0
uruchamianie testow SA, sasiedztwo: 0
nr;najlepszy znaleziony;najlepszy znany;czas [ms];blad wzgledny
65;56848;56510;10000.452000;0.005981
66;244101;243872;10000.577000;0.000939
67;401237;401023;10001.086000;0.000534
68;399085;399085;10000.182000;0.000000
69;309451;309232;10001.197000;0.000708
70;222812;222684;10000.650000;0.000575
71;640816;640816;10001.168000;0.000000
72;611367;611362;10001.215000;0.000008
73;623429;623429;10001.030000;0.000000
74;584632;584628;10000.163000;0.000007
75;575283;575274;10000.263000;0.000016
81;1881;1400;10001.352000;0.343571
82;444;317;10000.284000;0.400631
83;2383;1146;10001.261000;1.079407
84;136;136;10001.084000;0.000000
85;419;284;10000.293000;0.475352
86;68788;66850;10001.040000;0.028990
87;84463;84229;10001.542000;0.002778
88;56068;55544;10001.226000;0.009434
89;55941;54612;10001.029000;0.024335
90;75831;75061;10001.230000;0.010258
91;248797;248699;10001.416000;0.000394
92;311022;311022;10000.947000;0.000000
93;326337;326258;10000.891000;0.000242
94;273993;273993;10000.555000;0.000000
95;316928;316870;10000.912000;0.000183
96;495516;495516;10000.258000;0.000000
97;636957;636903;10000.415000;0.000085
98;680082;680082;10000.289000;0.000000
99;622464;622464;10001.150000;0.000000
100;449563;449545;10000.431000;0.000040
107;1506;1193;10000.634000;0.262364
109;264;232;10001.046000;0.137931
111;159553;159138;10000.712000;0.002608
112;174669;174377;10001.150000;0.001675
113;91310;91171;10000.240000;0.001525
114;168466;168297;10000.692000;0.001004
115;70387;70190;10000.082000;0.002807
116;370707;370631;10000.927000;0.000205
117;324527;324437;10000.460000;0.000277
118;246483;246243;10001.076000;0.000975
119;293683;293576;10001.108000;0.000364
120;267353;267326;10000.264000;0.000101
121;471230;471214;10001.074000;0.000034
122;570459;570459;10000.688000;0.000000
123;397123;397029;10000.435000;0.000237
124;431181;431115;10000.142000;0.000153
125;560888;560754;10000.227000;0.000239

uruchamianie testow TS bez dywersyfikacji, sasiedztwo: 0
nr;najlepszy znaleziony;najlepszy znany;czas [ms];blad wzgledny
1;5988;5988;10000.719000;0.000000
2;6347;6170;10000.857000;0.028687
3;4336;4267;10000.291000;0.016171
4;5011;5011;10000.262000;0.000000
5;5283;5283;10000.775000;0.000000
6;59269;58258;10000.608000;0.017354
7;51257;50972;10001.160000;0.005591
8;59730;59434;10000.427000;0.004980
9;41027;40978;10001.138000;0.001196
10;53378;53208;10000.329000;0.003195
11;181933;181649;10001.113000;0.001563
12;235249;234179;10000.766000;0.004569
13;179148;178840;10000.895000;0.001722
14;158275;157476;10000.672000;0.005074
15;173157;172995;10000.191000;0.000936
16;408646;407703;10001.113000;0.002313
17;334316;332804;10000.599000;0.004543
18;545902;544838;10000.334000;0.001953
19;478091;477684;10000.957000;0.000852
20;407890;406094;10000.474000;0.004423
21;898925;898925;10000.627000;0.000000
22;556873;556873;10000.605000;0.000000
23;539764;539716;10001.179000;0.000089
24;744290;744287;10000.429000;0.000004
25;585335;585306;10000.315000;0.000050
26;8;8;10000.309000;0.000000
27;1023;718;10000.312000;0.424791
28;99;27;10000.194000;2.666667
29;554;480;10000.450000;0.154167
30;50;50;10000.489000;0.000000
31;24453;24202;10000.786000;0.010371
32;26503;25469;10000.212000;0.040598
33;33330;32964;10000.783000;0.011103
34;22382;22215;10001.177000;0.007517
35;19626;19114;10000.845000;0.026787
36;108970;108293;10000.437000;0.006252
37;182503;181850;10000.626000;0.003591
38;91773;90440;10001.287000;0.014739
39;153510;151701;10000.763000;0.011925
40;130497;129728;10000.821000;0.005928
41;462324;462324;10000.869000;0.000000
42;426048;425875;10000.982000;0.000406
43;321113;320537;10000.213000;0.001797
44;360352;360193;10000.974000;0.000441
45;307240;306040;10000.318000;0.003921
46;829867;829828;10000.413000;0.000047
47;623357;623356;10000.293000;0.000002
48;749001;748988;10000.315000;0.000017
49;656696;656693;10000.833000;0.000005
50;599417;599269;10000.224000;0.000247
56;9557;9046;10000.288000;0.056489
57;11547;11539;10000.769000;0.000693
58;17884;16313;10000.617000;0.096304
59;7965;7965;10001.219000;0.000000
60;20108;19912;10001.156000;0.009843
61;89240;86793;10001.769000;0.028194
62;88445;87067;10001.291000;0.015827
63;106726;96563;10001.178000;0.105247
64;101643;100788;10000.245000;0.008483
65;57157;56510;10001.346000;0.011449
66;243918;243872;10000.781000;0.000189
67;401111;401023;10000.292000;0.000219
68;399411;399085;10000.158000;0.000817
69;309997;309232;10001.330000;0.002474
70;222775;222684;10001.318000;0.000409
71;640828;640816;10001.141000;0.000019
72;611367;611362;10000.786000;0.000008
73;623429;623429;10000.711000;0.000000
74;585007;584628;10000.140000;0.000648
75;575355;575274;10000.108000;0.000141
81;2315;1400;10000.145000;0.653571
82;813;317;10000.617000;1.564669
83;2445;1146;10001.184000;1.133508
84;136;136;10000.084000;0.000000
85;610;284;10000.466000;1.147887
86;70156;66850;10000.296000;0.049454
87;84266;84229;10000.302000;0.000439
88;55984;55544;10001.105000;0.007922
89;56599;54612;10001.352000;0.036384
90;75067;75061;10000.389000;0.000080
91;249021;248699;10001.038000;0.001295
92;311359;311022;10000.366000;0.001084
93;326290;326258;10001.223000;0.000098
94;274010;273993;10000.326000;0.000062
95;317185;316870;10001.561000;0.000994
96;495554;495516;10000.769000;0.000077
97;637021;636903;10000.140000;0.000185
98;680122;680082;10000.556000;0.000059
99;622505;622464;10000.299000;0.000066
100;449557;449545;10001.027000;0.000027
107;2134;1193;10000.266000;0.788768
109;315;232;10000.133000;0.357759
111;159946;159138;10001.100000;0.005077
112;174590;174377;10000.733000;0.001221
113;91368;91171;10000.555000;0.002161
114;168433;168297;10001.339000;0.000808
115;70444;70190;10000.450000;0.003619
116;370867;370631;10001.230000;0.000637
117;324603;324437;10001.189000;0.000512
118;246303;246243;10000.256000;0.000244
119;293967;293576;10000.102000;0.001332
120;267392;267326;10000.495000;0.000247
121;471397;471214;10000.414000;0.000388
122;570517;570459;10000.436000;0.000102
123;397277;397029;10001.144000;0.000625
124;431115;431115;10000.628000;0.000000
125;561724;560754;10001.102000;0.001730

uruchamianie testow SA, sasiedztwo: 1
nr;najlepszy znaleziony;najlepszy znany;czas [ms];blad wzgledny
1;5988;5988;10002.330000;0.000000
2;6170;6170;10003.327000;0.000000
3;4267;4267;10002.364000;0.000000
4;5011;5011;10002.599000;0.000000
5;5283;5283;10003.907000;0.000000
6;58258;58258;10000.613000;0.000000
7;50972;50972;10001.801000;0.000000
8;59434;59434;10001.996000;0.000000
9;41005;40978;10002.203000;0.000659
10;53472;53208;10001.831000;0.004962
11;182949;181649;10002.614000;0.007157
12;234315;234179;10000.541000;0.000581
13;178840;178840;10000.608000;0.000000
14;157541;157476;10003.978000;0.000413
15;173020;172995;10002.714000;0.000145
16;407703;407703;10003.787000;0.000000
17;332804;332804;10003.572000;0.000000
18;544838;544838;10003.035000;0.000000
19;477684;477684;10004.219000;0.000000
20;406675;406094;10003.745000;0.001431
21;898925;898925;10001.433000;0.000000
22;556873;556873;10003.103000;0.000000
23;539764;539716;10001.621000;0.000089
24;744297;744287;10000.283000;0.000013
25;585340;585306;10004.080000;0.000058
26;8;8;10002.732000;0.000000
27;823;718;10000.615000;0.146240
28;27;27;10001.798000;0.000000
29;480;480;10002.780000;0.000000
30;50;50;10001.786000;0.000000
31;24309;24202;10004.555000;0.004421
32;25469;25469;10000.529000;0.000000
33;32964;32964;10000.689000;0.000000
34;22272;22215;10002.113000;0.002566
35;19114;19114;10003.040000;0.000000
36;108293;108293;10002.380000;0.000000
37;182067;181850;10002.515000;0.001193
38;90644;90440;10003.418000;0.002256
39;151701;151701;10002.467000;0.000000
40;129728;129728;10001.163000;0.000000
41;462404;462324;10002.140000;0.000173
42;425980;425875;10004.069000;0.000247
43;320541;320537;10004.201000;0.000012
44;360219;360193;10002.557000;0.000072
45;306053;306040;10003.198000;0.000042
46;829895;829828;10002.309000;0.000081
47;623369;623356;10000.687000;0.000021
48;749006;748988;10001.081000;0.000024
49;656720;656693;10002.732000;0.000041
50;599417;599269;10004.348000;0.000247
56;9551;9046;10001.796000;0.055826
57;11539;11539;10002.867000;0.000000
58;16313;16313;10003.830000;0.000000
59;8004;7965;10002.409000;0.004896
60;20344;19912;10004.231000;0.021695
61;86793;86793;10002.088000;0.000000
62;87217;87067;10002.755000;0.001723
63;96563;96563;10003.939000;0.000000
64;100823;100788;10004.733000;0.000347
65;56510;56510;10003.863000;0.000000
66;244022;243872;10001.333000;0.000615
67;401260;401023;10000.397000;0.000591
68;399154;399085;10003.282000;0.000173
69;309256;309232;10002.722000;0.000078
70;222684;222684;10001.830000;0.000000
71;640873;640816;10000.117000;0.000089
72;611461;611362;10002.139000;0.000162
73;623431;623429;10000.786000;0.000003
74;584858;584628;10000.601000;0.000393
75;575284;575274;10001.724000;0.000017
81;1495;1400;10002.728000;0.067857
82;317;317;10004.488000;0.000000
83;1929;1146;10001.509000;0.683246
84;136;136;10001.267000;0.000000
85;284;284;10000.255000;0.000000
86;68410;66850;10003.549000;0.023336
87;84472;84229;10002.722000;0.002885
88;55832;55544;10003.688000;0.005185
89;55808;54612;10002.316000;0.021900
90;75646;75061;10000.564000;0.007794
91;249136;248699;10001.368000;0.001757
92;311889;311022;10004.566000;0.002788
93;326285;326258;10001.703000;0.000083
94;274010;273993;10004.780000;0.000062
95;316872;316870;10000.043000;0.000006
96;495638;495516;10001.791000;0.000246
97;636950;636903;10003.833000;0.000074
98;680161;680082;10000.932000;0.000116
99;622599;622464;10002.365000;0.000217
100;449566;449545;10001.411000;0.000047
107;1198;1193;10001.404000;0.004191
109;232;232;10005.244000;0.000000
111;159387;159138;10001.377000;0.001565
112;174429;174377;10002.320000;0.000298
113;91527;91171;10000.285000;0.003905
114;168650;168297;10003.036000;0.002097
115;70716;70190;10000.928000;0.007494
116;370704;370631;10002.977000;0.000197
117;324480;324437;10002.053000;0.000133
118;246316;246243;10000.747000;0.000296
119;293665;293576;10004.400000;0.000303
120;267369;267326;10002.954000;0.000161
121;471444;471214;10004.210000;0.000488
122;570580;570459;10003.396000;0.000212
123;397213;397029;10001.831000;0.000463
124;431146;431115;10000.876000;0.000072
125;561232;560754;10000.580000;0.000852

uruchamianie testow TS z dywersyfikacja, sasiedztwo: 1
nr;najlepszy znaleziony;najlepszy znany;czas [ms];blad wzgledny
1;5988;5988;10001.090000;0.000000
2;6170;6170;10002.661000;0.000000
3;4286;4267;10002.811000;0.004453
4;5011;5011;10000.880000;0.000000
5;5283;5283;10001.473000;0.000000
6;58258;58258;10002.524000;0.000000
7;50972;50972;10001.979000;0.000000
8;59434;59434;10001.919000;0.000000
9;41005;40978;10000.841000;0.000659
10;53314;53208;10001.521000;0.001992
11;182525;181649;10001.198000;0.004822
12;238520;234179;10000.637000;0.018537
13;181499;178840;10002.006000;0.014868
14;284018;157476;10000.090000;0.803564
15;174142;172995;10000.479000;0.006630
16;680608;407703;10002.421000;0.669372
17;679897;332804;10001.825000;1.042935
18;715850;544838;10000.142000;0.313877
19;684134;477684;10000.904000;0.432189
20;675965;406094;10000.302000;0.664553
21;1202156;898925;10001.405000;0.337326
22;824874;556873;10002.675000;0.481261
23;833011;539716;10000.761000;0.543425
24;1163073;744287;10002.586000;0.562667
25;947847;585306;10002.040000;0.619404
26;8;8;10001.240000;0.000000
27;800;718;10001.199000;0.114206
28;27;27;10002.378000;0.000000
29;482;480;10002.760000;0.004167
30;50;50;10001.059000;0.000000
31;24202;24202;10001.773000;0.000000
32;25881;25469;10002.365000;0.016177
33;32964;32964;10002.035000;0.000000
34;22215;22215;10001.340000;0.000000
35;19114;19114;10001.909000;0.000000
36;137533;108293;10001.098000;0.270008
37;392079;181850;10001.367000;1.156057
38;175546;90440;10001.711000;0.941022
39;219713;151701;10002.315000;0.448329
40;380091;129728;10002.610000;1.929907
41;757498;462324;10001.541000;0.638457
42;649859;425875;10001.426000;0.525938
43;468401;320537;10000.871000;0.461301
44;512582;360193;10000.333000;0.423076
45;593029;306040;10001.718000;0.937750
46;991495;829828;10000.709000;0.194820
47;947026;623356;10002.225000;0.519238
48;996898;748988;10000.304000;0.330993
49;1110972;656693;10002.582000;0.691768
50;992468;599269;10000.386000;0.656131
56;10361;9046;10000.199000;0.145368
57;11539;11539;10001.212000;0.000000
58;16313;16313;10000.335000;0.000000
59;7979;7965;10002.964000;0.001758
60;20344;19912;10000.793000;0.021695
61;309823;86793;10001.862000;2.569677
62;196987;87067;10000.086000;1.262476
63;370362;96563;10000.679000;2.835444
64;362868;100788;10002.160000;2.600310
65;57051;56510;10000.169000;0.009574
66;471655;243872;10000.753000;0.934027
67;623501;401023;10001.248000;0.554776
68;756193;399085;10002.189000;0.894817
69;701174;309232;10001.117000;1.267469
70;433935;222684;10002.743000;0.948658
71;867319;640816;10001.592000;0.353460
72;904127;611362;10002.447000;0.478873
73;850926;623429;10001.397000;0.364912
74;919185;584628;10001.979000;0.572256
75;790605;575274;10001.824000;0.374310
81;16713;1400;10002.105000;10.937857
82;317;317;10002.230000;0.000000
83;4198;1146;10000.387000;2.663176
84;136;136;10003.075000;0.000000
85;284;284;10001.087000;0.000000
86;215534;66850;10002.434000;2.224144
87;112725;84229;10001.202000;0.338316
88;170009;55544;10003.161000;2.060799
89;201549;54612;10001.652000;2.690563
90;304105;75061;10001.092000;3.051438
91;590906;248699;10001.450000;1.375989
92;569324;311022;10001.031000;0.830494
93;576114;326258;10000.847000;0.765823
94;561492;273993;10001.675000;1.049293
95;516487;316870;10000.499000;0.629965
96;720034;495516;10001.517000;0.453099
97;926515;636903;10000.359000;0.454719
98;1114240;680082;10001.079000;0.638391
99;878843;622464;10001.123000;0.411878
100;766074;449545;10001.293000;0.704110
107;1244;1193;10001.105000;0.042749
109;93418;232;10001.664000;401.663793
111;392862;159138;10002.967000;1.468688
112;371705;174377;10001.195000;1.131617
113;209676;91171;10001.019000;1.299810
114;458497;168297;10000.060000;1.724333
115;128003;70190;10002.730000;0.823664
116;562761;370631;10002.028000;0.518386
117;622934;324437;10000.357000;0.920046
118;559913;246243;10001.779000;1.273823
119;535442;293576;10000.520000;0.823862
120;389221;267326;10000.834000;0.455979
121;837062;471214;10000.818000;0.776395
122;872925;570459;10001.467000;0.530215
123;589761;397029;10002.001000;0.485436
124;711603;431115;10002.488000;0.650611
125;754419;560754;10002.229000;0.345365

uruchamianie testow TS bez dywersyfikacji, sasiedztwo: 1
nr;najlepszy znaleziony;najlepszy znany;czas [ms];blad wzgledny
1;5988;5988;10001.780000;0.000000
2;6567;6170;10001.781000;0.064344
3;4336;4267;10000.534000;0.016171
4;5011;5011;10001.219000;0.000000
5;6861;5283;10002.197000;0.298694
6;59093;58258;10000.242000;0.014333
7;50972;50972;10001.992000;0.000000
8;59730;59434;10000.283000;0.004980
9;41274;40978;10001.849000;0.007223
10;53883;53208;10002.571000;0.012686
11;181649;181649;10000.516000;0.000000
12;278379;234179;10002.305000;0.188745
13;283250;178840;10001.165000;0.583818
14;303819;157476;10000.661000;0.929304
15;241588;172995;10001.803000;0.396503
16;718730;407703;10000.265000;0.762876
17;613145;332804;10000.170000;0.842361
18;775171;544838;10000.761000;0.422755
19;715044;477684;10002.064000;0.496898
20;700168;406094;10001.365000;0.724153
21;1188491;898925;10002.620000;0.322125
22;842212;556873;10000.321000;0.512395
23;843337;539716;10000.828000;0.562557
24;1067239;744287;10002.516000;0.433908
25;740437;585306;10000.532000;0.265043
26;8;8;10002.595000;0.000000
27;800;718;10000.832000;0.114206
28;27;27;10001.626000;0.000000
29;480;480;10000.635000;0.000000
30;50;50;10000.296000;0.000000
31;24367;24202;10001.775000;0.006818
32;26381;25469;10002.319000;0.035808
33;33383;32964;10001.594000;0.012711
34;23988;22215;10002.077000;0.079811
35;21554;19114;10001.244000;0.127655
36;241128;108293;10002.791000;1.226626
37;335043;181850;10000.723000;0.842414
38;162762;90440;10000.783000;0.799668
39;310848;151701;10002.145000;1.049083
40;312476;129728;10000.924000;1.408701
41;767384;462324;10002.233000;0.659840
42;799646;425875;10000.245000;0.877654
43;723305;320537;10002.670000;1.256541
44;626495;360193;10001.151000;0.739331
45;597636;306040;10000.404000;0.952804
46;1134782;829828;10000.824000;0.367491
47;912188;623356;10001.979000;0.463350
48;979836;748988;10000.987000;0.308213
49;1088407;656693;10000.427000;0.657406
50;966006;599269;10002.195000;0.611974
56;9046;9046;10001.405000;0.000000
57;12960;11539;10002.561000;0.123148
58;16313;16313;10000.407000;0.000000
59;8352;7965;10000.844000;0.048588
60;19920;19912;10002.715000;0.000402
61;341053;86793;10002.254000;2.929499
62;296464;87067;10000.352000;2.405010
63;226792;96563;10003.141000;1.348643
64;312219;100788;10000.230000;2.097779
65;99027;56510;10001.396000;0.752380
66;469214;243872;10001.121000;0.924018
67;762594;401023;10000.349000;0.901622
68;872417;399085;10002.843000;1.186043
69;667122;309232;10002.057000;1.157351
70;548252;222684;10000.665000;1.462018
71;983120;640816;10000.214000;0.534169
72;925387;611362;10000.539000;0.513648
73;895642;623429;10000.227000;0.436638
74;841072;584628;10000.099000;0.438645
75;857010;575274;10001.677000;0.489742
81;1768;1400;10001.125000;0.262857
82;317;317;10002.722000;0.000000
83;10441;1146;10001.064000;8.110820
84;136;136;10002.001000;0.000000
85;284;284;10002.754000;0.000000
86;244563;66850;10001.126000;2.658384
87;293675;84229;10000.143000;2.486626
88;358376;55544;10001.347000;5.452110
89;141253;54612;10002.469000;1.586483
90;229338;75061;10000.176000;2.055355
91;583516;248699;10000.498000;1.346274
92;621028;311022;10001.496000;0.996733
93;512587;326258;10000.885000;0.571109
94;463308;273993;10000.107000;0.690948
95;446170;316870;10002.536000;0.408054
96;752011;495516;10000.570000;0.517632
97;1043371;636903;10002.388000;0.638195
98;867139;680082;10001.480000;0.275051
99;1041642;622464;10000.395000;0.673417
100;764383;449545;10002.240000;0.700348
107;1437;1193;10001.802000;0.204526
109;232;232;10001.527000;0.000000
111;321448;159138;10001.465000;1.019932
112;382883;174377;10000.878000;1.195720
113;141884;91171;10003.374000;0.556240
114;381118;168297;10001.271000;1.264556
115;244748;70190;10000.092000;2.486935
116;675413;370631;10001.622000;0.822333
117;686258;324437;10002.929000;1.115227
118;605504;246243;10001.495000;1.458969
119;623208;293576;10002.427000;1.122817
120;337371;267326;10000.451000;0.262021
121;899800;471214;10002.666000;0.909536
122;943672;570459;10001.876000;0.654233
123;715333;397029;10002.250000;0.801715
124;759400;431115;10001.200000;0.761479
125;794078;560754;10002.941000;0.416090
