uruchamianie testow SA, sasiedztwo: 0
nr;najlepszy znaleziony;najlepszy znany;czas [ms];blad wzgledny
119;393598;293571;5001.231000;0.340725
120;342084;267316;5000.885000;0.279699
121;471397;471214;5000.779000;0.000388
122;635265;570459;5000.260000;0.113603
123;447361;397029;5000.826000;0.126772
124;437498;431115;5001.247000;0.014806
125;560775;560754;5000.462000;0.000037

uruchamianie testow TS bez dywersyfikacji, sasiedztwo: 0
nr;najlepszy znaleziony;najlepszy znany;czas [ms];blad wzgledny
1;6077;5988;5000.460000;0.014863
2;6218;6170;5000.665000;0.007780
3;4286;4267;5000.215000;0.004453
4;5664;5011;5000.630000;0.130313
5;5283;5283;5000.781000;0.000000
6;58540;58258;5001.125000;0.004841
7;51257;50972;5000.392000;0.005591
8;60221;59434;5000.915000;0.013242
9;41369;40978;5001.150000;0.009542
10;53526;53208;5000.293000;0.005977
11;181715;181649;5000.073000;0.000363
12;234383;234179;5000.322000;0.000871
13;179539;178840;5000.703000;0.003909
14;158360;157476;5001.031000;0.005614
15;173157;172995;5000.458000;0.000936
16;409388;407703;5000.203000;0.004133
17;333362;332804;5000.652000;0.001677
18;561148;544838;5000.648000;0.029936
19;479251;477684;5000.787000;0.003280
20;407807;406094;5000.080000;0.004218
21;898925;898925;5001.191000;0.000000
22;556891;556873;5000.121000;0.000032
23;539764;539716;5000.442000;0.000089
24;744290;744287;5000.859000;0.000004
25;585306;585306;5000.422000;0.000000
26;8;8;5000.404000;0.000000
27;952;718;5000.450000;0.325905
28;99;27;5001.023000;2.666667
29;554;480;5001.080000;0.154167
30;50;50;5000.880000;0.000000
31;24202;24202;5000.403000;0.000000
32;26180;25469;5000.127000;0.027916
33;34244;32964;5000.075000;0.038830
34;22877;22215;5000.412000;0.029800
35;19581;19114;5000.580000;0.024432
36;108293;108293;5000.773000;0.000000
37;182221;181850;5000.824000;0.002040
38;91315;90440;5000.988000;0.009675
39;153575;151701;5001.185000;0.012353
40;130679;129728;5000.333000;0.007331
41;462604;462324;5001.237000;0.000606
42;426084;425875;5001.183000;0.000491
43;321629;320537;5000.096000;0.003407
44;442711;360193;5000.191000;0.229094
45;307964;306040;5000.186000;0.006287
46;830121;829828;5001.105000;0.000353
47;623414;623356;5000.072000;0.000093
48;750159;748988;5001.181000;0.001563
49;656696;656693;5000.256000;0.000005
50;599416;599269;5000.319000;0.000245
56;9611;9046;5000.092000;0.062459
57;12151;11539;5000.930000;0.053038
58;18050;16313;5000.953000;0.106479
59;8106;7965;5000.932000;0.017702
60;20608;19912;5000.110000;0.034954
61;89124;86793;5000.369000;0.026857
62;88950;87067;5000.670000;0.021627
63;105198;96563;5001.202000;0.089423
64;101718;100788;5000.564000;0.009227
65;56844;56510;5000.980000;0.005910
66;304004;243872;5000.743000;0.246572
67;402556;401023;5000.788000;0.003823
68;471892;399085;5001.221000;0.182435
69;323287;309232;5001.151000;0.045451
70;248509;222684;5001.096000;0.115972
71;641008;640816;5000.167000;0.000300
72;611398;611362;5000.076000;0.000059
73;623429;623429;5001.162000;0.000000
74;591581;584628;5000.935000;0.011893
75;575355;575274;5001.008000;0.000141
81;2175;1400;5000.514000;0.553571
82;1777;317;5000.907000;4.605678
83;2445;1146;5001.156000;1.133508
84;356;136;5000.120000;1.617647
85;1132;284;5000.902000;2.985915
86;107562;66850;5000.369000;0.609005
87;193707;84229;5001.290000;1.299766
88;123681;55544;5000.301000;1.226721
89;83166;54612;5000.087000;0.522852
90;104498;75061;5000.620000;0.392174
91;273077;248699;5000.868000;0.098022
92;365205;311022;5001.046000;0.174210
93;389571;326258;5000.284000;0.194058
94;280222;273993;5000.751000;0.022734
95;378869;316870;5000.173000;0.195661
96;495813;495516;5000.249000;0.000599
97;698384;636903;5001.176000;0.096531
98;680122;680082;5001.186000;0.000059
99;658378;622464;5000.543000;0.057697
100;451249;449545;5001.227000;0.003790
107;1897;1193;5000.101000;0.590109
109;1212;232;5000.101000;4.224138
111;196937;159123;5000.686000;0.237640
112;181563;174367;5000.501000;0.041269
113;148177;91169;5000.047000;0.625300
114;224250;168266;5000.092000;0.332711
115;197776;70190;5001.463000;1.817723
116;444064;370614;5001.204000;0.198185
117;336928;324437;5001.229000;0.038501
118;298540;246237;5001.334000;0.212409
119;337941;293571;5000.233000;0.151139
120;354766;267316;5000.602000;0.327141
121;483801;471214;5000.046000;0.026712
122;570517;570459;5000.618000;0.000102
123;397193;397029;5000.394000;0.000413
124;459479;431115;5001.154000;0.065792
125;570231;560754;5000.288000;0.016900

uruchamianie testow SA, sasiedztwo: 1
nr;najlepszy znaleziony;najlepszy znany;czas [ms];blad wzgledny
1;5988;5988;5003.906000;0.000000
2;6170;6170;5001.395000;0.000000
3;4267;4267;5004.154000;0.000000
4;5011;5011;5000.436000;0.000000
5;5283;5283;5001.512000;0.000000
6;58258;58258;5002.212000;0.000000
7;50972;50972;5001.078000;0.000000
8;59488;59434;5002.097000;0.000909
9;40983;40978;5000.645000;0.000122
10;53314;53208;5001.264000;0.001992
11;182949;181649;5001.180000;0.007157
12;234179;234179;5002.925000;0.000000
13;178840;178840;5003.434000;0.000000
14;157478;157476;5002.360000;0.000013
15;173020;172995;5001.173000;0.000145
16;408708;407703;5003.167000;0.002465
17;332804;332804;5003.590000;0.000000
18;544838;544838;5000.055000;0.000000
19;477863;477684;5002.414000;0.000375
20;406145;406094;5004.202000;0.000126
21;898925;898925;5001.842000;0.000000
22;556873;556873;5000.327000;0.000000
23;539737;539716;5004.059000;0.000039
24;744291;744287;5001.895000;0.000005
25;585306;585306;5002.294000;0.000000
26;8;8;5001.653000;0.000000
27;805;718;5000.191000;0.121170
28;27;27;5004.627000;0.000000
29;480;480;5003.253000;0.000000
30;50;50;5002.787000;0.000000
31;24300;24202;5004.085000;0.004049
32;25469;25469;5003.337000;0.000000
33;32964;32964;5002.951000;0.000000
34;22272;22215;5000.665000;0.002566
35;19114;19114;5003.153000;0.000000
36;108293;108293;5003.825000;0.000000
37;182041;181850;5002.459000;0.001050
38;90644;90440;5001.467000;0.002256
39;151701;151701;5004.085000;0.000000
40;129728;129728;5003.870000;0.000000
41;462374;462324;5000.777000;0.000108
42;426251;425875;5005.135000;0.000883
43;320537;320537;5003.509000;0.000000
44;360585;360193;5004.125000;0.001088
45;306081;306040;5003.399000;0.000134
46;829882;829828;5001.962000;0.000065
47;623363;623356;5001.589000;0.000011
48;748988;748988;5003.095000;0.000000
49;656725;656693;5000.690000;0.000049
50;599271;599269;5002.038000;0.000003
56;9478;9046;5002.141000;0.047756
57;11539;11539;5003.439000;0.000000
58;16324;16313;5002.768000;0.000674
59;7996;7965;5001.959000;0.003892
60;19912;19912;5003.563000;0.000000
61;86847;86793;5002.709000;0.000622
62;87211;87067;5004.739000;0.001654
63;96563;96563;5004.816000;0.000000
64;101403;100788;5000.281000;0.006102
65;56510;56510;5004.569000;0.000000
66;244276;243872;5004.210000;0.001657
67;401310;401023;5002.552000;0.000716
68;399160;399085;5000.583000;0.000188
69;309366;309232;5003.130000;0.000433
70;222704;222684;5002.766000;0.000090
71;640873;640816;5000.577000;0.000089
72;611413;611362;5002.416000;0.000083
73;623453;623429;5002.788000;0.000038
74;584631;584628;5002.080000;0.000005
75;575283;575274;5003.055000;0.000016
81;2167;1400;5002.172000;0.547857
82;317;317;5002.369000;0.000000
83;1146;1146;5000.609000;0.000000
84;136;136;5001.421000;0.000000
85;284;284;5001.050000;0.000000
86;68644;66850;5001.726000;0.026836
87;84229;84229;5003.835000;0.000000
88;55645;55544;5000.641000;0.001818
89;55945;54612;5004.185000;0.024409
90;75571;75061;5001.142000;0.006794
91;249115;248699;5002.244000;0.001673
92;311534;311022;5004.168000;0.001646
93;326309;326258;5002.525000;0.000156
94;274218;273993;5004.418000;0.000821
95;316981;316870;5004.434000;0.000350
96;495582;495516;5000.041000;0.000133
97;636909;636903;5003.517000;0.000009
98;680154;680082;5003.419000;0.000106
99;622479;622464;5003.328000;0.000024
100;449671;449545;5000.621000;0.000280
107;1198;1193;5003.293000;0.004191
109;232;232;5002.029000;0.000000
111;159334;159123;5001.788000;0.001326
112;174379;174367;5001.611000;0.000069
113;91405;91169;5000.551000;0.002589
114;168974;168266;5001.785000;0.004208
115;70231;70190;5003.222000;0.000584
116;370905;370614;5003.000000;0.000785
117;324636;324437;5004.594000;0.000613
118;246324;246237;5004.137000;0.000353
119;293577;293571;5004.017000;0.000020
120;267376;267316;5004.484000;0.000224
121;471214;471214;5001.018000;0.000000
122;570566;570459;5005.961000;0.000188
123;397047;397029;5004.941000;0.000045
124;431655;431115;5003.318000;0.001253
125;561202;560754;5004.869000;0.000799

uruchamianie testow TS z dywersyfikacja, sasiedztwo: 1
nr;najlepszy znaleziony;najlepszy znany;czas [ms];blad wzgledny
1;5988;5988;5001.159000;0.000000
2;6182;6170;5002.985000;0.001945
3;4286;4267;5001.635000;0.004453
4;5011;5011;5000.996000;0.000000
5;5283;5283;5001.859000;0.000000
6;104937;58258;5001.770000;0.801246
7;50972;50972;5002.162000;0.000000
8;59476;59434;5001.710000;0.000707
9;41092;40978;5001.670000;0.002782
10;53472;53208;5001.652000;0.004962
11;374525;181649;5001.360000;1.061806
12;445797;234179;5002.566000;0.903659
13;379336;178840;5002.163000;1.121091
14;288113;157476;5001.778000;0.829568
15;387240;172995;5001.325000;1.238446
16;581719;407703;5001.291000;0.426821
17;666490;332804;5000.667000;1.002650
18;850221;544838;5001.372000;0.560502
19;782665;477684;5002.561000;0.638458
20;855580;406094;5002.591000;1.106852
21;1300892;898925;5002.176000;0.447164
22;845058;556873;5001.741000;0.517506
23;938447;539716;5001.106000;0.738779
24;1337647;744287;5000.302000;0.797219
25;1114929;585306;5000.552000;0.904865
26;8;8;5002.330000;0.000000
27;800;718;5002.111000;0.114206
28;27;27;5002.738000;0.000000
29;482;480;5000.322000;0.004167
30;50;50;5001.646000;0.000000
31;24202;24202;5000.926000;0.000000
32;25720;25469;5002.687000;0.009855
33;167665;32964;5001.070000;4.086306
34;38631;22215;5001.195000;0.738960
35;20295;19114;5001.077000;0.061787
36;291080;108293;5000.770000;1.687893
37;421425;181850;5001.499000;1.317432
38;385160;90440;5000.171000;3.258735
39;310106;151701;5000.805000;1.044192
40;461496;129728;5002.400000;2.557412
41;838213;462324;5000.442000;0.813042
42;768824;425875;5002.461000;0.805281
43;688609;320537;5000.438000;1.148298
44;697372;360193;5001.686000;0.936106
45;751030;306040;5000.181000;1.454026
46;1337113;829828;5001.362000;0.611313
47;1082507;623356;5001.057000;0.736579
48;1274899;748988;5000.295000;0.702162
49;1104886;656693;5002.405000;0.682500
50;1055450;599269;5000.687000;0.761229
56;136738;9046;5000.976000;14.115852
57;30692;11539;5002.226000;1.659849
58;90935;16313;5000.137000;4.574389
59;7965;7965;5001.227000;0.000000
60;73345;19912;5002.851000;2.683457
61;323833;86793;5001.281000;2.731096
62;270778;87067;5001.292000;2.109996
63;528449;96563;5001.448000;4.472583
64;391686;100788;5000.263000;2.886236
65;216848;56510;5000.048000;2.837339
66;715962;243872;5000.906000;1.935811
67;770402;401023;5001.079000;0.921092
68;821556;399085;5004.980000;1.058599
69;915421;309232;5002.483000;1.960305
70;677531;222684;5000.324000;2.042567
71;1039347;640816;5001.426000;0.621912
72;1079037;611362;5001.764000;0.764972
73;965900;623429;5002.920000;0.549334
74;966554;584628;5000.671000;0.653280
75;1031676;575274;5001.310000;0.793365
81;96079;1400;5000.322000;67.627857
82;41040;317;5000.184000;128.463722
83;209283;1146;5002.389000;181.620419
84;85137;136;5000.409000;625.007353
85;73786;284;5000.872000;258.809859
86;386524;66850;5000.917000;4.781960
87;449635;84229;5000.203000;4.338245
88;407213;55544;5001.024000;6.331359
89;349338;54612;5002.089000;5.396726
90;333599;75061;5003.211000;3.444372
91;688889;248699;5000.136000;1.769971
92;738056;311022;5000.267000;1.373003
93;732377;326258;5000.761000;1.244779
94;606097;273993;5001.192000;1.212089
95;728457;316870;5001.337000;1.298914
96;887945;495516;5001.728000;0.791960
97;1132102;636903;5000.405000;0.777511
98;1074474;680082;5002.367000;0.579918
99;1062996;622464;5002.166000;0.707723
100;833233;449545;5002.891000;0.853503
107;95993;1193;5000.874000;79.463537
109;151685;232;5000.412000;652.814655
111;440024;159123;5000.434000;1.765307
112;586563;174367;5002.383000;2.363956
113;448461;91169;5000.966000;3.919008
114;536205;168266;5001.175000;2.186651
115;370297;70190;5000.506000;4.275638
116;816960;370614;5001.321000;1.204342
117;754734;324437;5001.489000;1.326288
118;597480;246237;5001.180000;1.426443
119;812103;293571;5000.651000;1.766292
120;596195;267316;5000.109000;1.230300
121;919656;471214;5001.532000;0.951674
122;968400;570459;5002.534000;0.697580
123;849164;397029;5001.065000;1.138796
124;977000;431115;5001.305000;1.266217
125;1057387;560754;5000.856000;0.885652

uruchamianie testow TS bez dywersyfikacji, sasiedztwo: 1
nr;najlepszy znaleziony;najlepszy znany;czas [ms];blad wzgledny
1;5988;5988;5001.073000;0.000000
2;6182;6170;5001.439000;0.001945
3;4510;4267;5000.501000;0.056949
4;5380;5011;5001.786000;0.073638
5;5283;5283;5001.980000;0.000000
6;58258;58258;5001.030000;0.000000
7;136695;50972;5000.876000;1.681766
8;59755;59434;5002.840000;0.005401
9;89296;40978;5002.327000;1.179121
10;79092;53208;5000.662000;0.486468
11;378346;181649;5000.897000;1.082841
12;385764;234179;5000.825000;0.647304
13;387610;178840;5001.138000;1.167356
14;262276;157476;5002.663000;0.665498
15;352487;172995;5002.069000;1.037556
16;720016;407703;5000.587000;0.766031
17;825436;332804;5002.392000;1.480247
18;868275;544838;5001.391000;0.593639
19;781912;477684;5001.215000;0.636881
20;844711;406094;5000.170000;1.080087
21;1374267;898925;5001.404000;0.528789
22;938002;556873;5001.147000;0.684409
23;1047972;539716;5000.893000;0.941710
24;1236706;744287;5001.662000;0.661598
25;1213217;585306;5002.096000;1.072791
26;8;8;5000.464000;0.000000
27;800;718;5002.966000;0.114206
28;27;27;5002.941000;0.000000
29;480;480;5002.048000;0.000000
30;50;50;5002.108000;0.000000
31;41213;24202;5000.591000;0.702876
32;25881;25469;5001.261000;0.016177
33;33383;32964;5002.412000;0.012711
34;51877;22215;5002.422000;1.335224
35;87218;19114;5000.840000;3.563043
36;431365;108293;5000.643000;2.983314
37;530476;181850;5000.668000;1.917108
38;374795;90440;5001.536000;3.144129
39;365312;151701;5001.680000;1.408105
40;422367;129728;5000.490000;2.255789
41;892682;462324;5000.695000;0.930858
42;877446;425875;5000.622000;1.060337
43;776843;320537;5001.965000;1.423567
44;825360;360193;5001.806000;1.291438
45;707727;306040;5002.006000;1.312531
46;1249737;829828;5000.834000;0.506019
47;1098572;623356;5002.462000;0.762351
48;1246851;748988;5001.337000;0.664714
49;1215072;656693;5001.461000;0.850289
50;1103592;599269;5001.463000;0.841564
56;89372;9046;5001.062000;8.879726
57;34006;11539;5001.099000;1.947049
58;110229;16313;5000.820000;5.757126
59;51900;7965;5001.119000;5.516008
60;21194;19912;5002.005000;0.064383
61;390912;86793;5001.958000;3.503958
62;352415;87067;5002.545000;3.047630
63;549997;96563;5001.086000;4.695732
64;488777;100788;5001.162000;3.849556
65;215810;56510;5000.322000;2.818970
66;651799;243872;5002.367000;1.672709
67;749899;401023;5000.878000;0.869965
68;772159;399085;5002.215000;0.934823
69;794367;309232;5001.303000;1.568838
70;580534;222684;5000.379000;1.606986
71;1143454;640816;5000.583000;0.784372
72;983050;611362;5002.408000;0.607967
73;1160610;623429;5001.385000;0.861655
74;1004021;584628;5001.916000;0.717367
75;960367;575274;5001.554000;0.669408
81;233169;1400;5000.695000;165.549286
82;166556;317;5002.272000;524.413249
83;116040;1146;5001.794000;100.256545
84;54991;136;5002.710000;403.345588
85;153980;284;5001.806000;541.183099
86;354542;66850;5001.138000;4.303545
87;458807;84229;5001.892000;4.447138
88;413416;55544;5002.388000;6.443036
89;335261;54612;5001.854000;5.138962
90;352127;75061;5001.454000;3.691211
91;642201;248699;5002.118000;1.582242
92;741244;311022;5002.367000;1.383253
93;680865;326258;5000.489000;1.086891
94;757640;273993;5000.261000;1.765180
95;634552;316870;5001.816000;1.002563
96;995492;495516;5001.620000;1.009001
97;1038033;636903;5000.500000;0.629813
98;1066824;680082;5001.593000;0.568670
99;1061829;622464;5000.892000;0.705848
100;771697;449545;5001.244000;0.716618
107;205943;1193;5002.056000;171.626153
109;131257;232;5002.415000;564.762931
111;428701;159123;5001.419000;1.694149
112;627787;174367;5000.587000;2.600377
113;425408;91169;5001.596000;3.666147
114;601393;168266;5000.954000;2.574061
115;329776;70190;5002.063000;3.698333
116;848207;370614;5002.058000;1.288653
117;856923;324437;5000.760000;1.641262
118;687775;246237;5000.131000;1.793142
119;730838;293571;5001.340000;1.489476
120;595092;267316;5000.320000;1.226174
121;948752;471214;5001.990000;1.013421
122;1171980;570459;5000.069000;1.054451
123;818417;397029;5002.892000;1.061353
124;935001;431115;5002.538000;1.168797
125;1058742;560754;5000.690000;0.888069
Zakonczono testy algorytmow
